"Time","superficie s1"
2023-06-01 16:00:00,29.35
2023-06-01 17:00:00,29.44
2023-06-01 18:00:00,29.31
2023-06-01 19:00:00,29.26
2023-06-01 20:00:00,29.42
2023-06-01 21:00:00,29.09
2023-06-01 22:00:00,28.83
2023-06-01 23:00:00,28.83
2023-06-02 00:00:00,28.81
2023-06-02 01:00:00,28.78
2023-06-02 02:00:00,28.71
2023-06-02 03:00:00,28.67
2023-06-02 04:00:00,28.60
2023-06-02 05:00:00,28.52
2023-06-02 06:00:00,28.14
2023-06-02 07:00:00,27.90
2023-06-02 08:00:00,28.00
2023-06-02 09:00:00,28.00
2023-06-02 10:00:00,28.10
2023-06-02 11:00:00,28.31
2023-06-02 12:00:00,28.53
2023-06-02 13:00:00,28.94
2023-06-02 14:00:00,29.41
2023-06-02 15:00:00,29.53
2023-06-02 16:00:00,29.32
2023-06-02 17:00:00,29.30
2023-06-02 18:00:00,29.45
2023-06-02 19:00:00,28.92
2023-06-02 20:00:00,28.79
2023-06-02 21:00:00,28.52
2023-06-02 22:00:00,28.48
2023-06-02 23:00:00,28.49
2023-06-03 00:00:00,28.50
2023-06-03 01:00:00,28.48
2023-06-03 02:00:00,28.44
2023-06-03 03:00:00,28.40
2023-06-03 04:00:00,28.38
2023-06-03 05:00:00,28.32
2023-06-03 06:00:00,28.29
2023-06-03 07:00:00,28.27
2023-06-03 08:00:00,28.35
2023-06-03 09:00:00,28.20
2023-06-03 10:00:00,28.15
2023-06-03 11:00:00,28.19
2023-06-03 12:00:00,28.59
2023-06-03 13:00:00,28.05
2023-06-03 14:00:00,28.01
2023-06-03 15:00:00,28.00
2023-06-03 16:00:00,28.04
2023-06-03 17:00:00,28.06
2023-06-03 18:00:00,28.05
2023-06-03 19:00:00,28.07
2023-06-03 20:00:00,28.13
2023-06-03 21:00:00,28.13
2023-06-03 22:00:00,28.08
2023-06-03 23:00:00,28.03
2023-06-04 00:00:00,27.98
2023-06-04 01:00:00,27.91
2023-06-04 02:00:00,27.83
2023-06-04 03:00:00,27.81
2023-06-04 04:00:00,27.75
2023-06-04 05:00:00,27.74
2023-06-04 06:00:00,27.69
2023-06-04 07:00:00,27.69
2023-06-04 08:00:00,27.63
2023-06-04 09:00:00,27.63
2023-06-04 10:00:00,27.63

